Topic,Fulltext Rank,Abstract Rank,Title
45,1,3,"Summary-Based Context-Sensitive Data-Dependence Analysis in Presence of Callbacks - Hao Tang, Xiaoyin Wang, Lingming Zhang, Bing Xie, Lu Zhang, Hong Mei (POPL 2015)"
45,4,1,"Analytic constraint solving and interval arithmetic - Timothy J. Hickey (POPL 2000)"
45,0,7,"A model counter for constraints over unbounded strings - Loi Luu, Shweta Shinde, Prateek Saxena, Brian Demsky (PLDI 2014)"
45,7,15,"The set constraint/CFL reachability connection in practice - John Kodumal, Alex Aiken (PLDI 2004)"
45,5,20,"Regularly annotated set constraints - John Kodumal, Alex Aiken (PLDI 2007)"
45,8,21,"Componential set-based analysis - Cormac Flanagan, Matthias Felleisen (PLDI 1997)"
45,31,5,"A lightweight symbolic virtual machine for solver-aided host languages - Emina Torlak, Rastislav Bodik (PLDI 2014)"
45,30,13,"The 3 R's of optimizing constraint logic programs: refinement, removal and reordering - Kimball G. Marriott, Peter J. Stuckey (POPL 1993)"
45,11,37,"Partial online cycle elimination in inclusion constraint graphs - Manuel Fähndrich, Jeffrey S. Foster, Zhendong Su, Alexander Aiken (PLDI 1998)"
45,21,29,"An abstract machine for CLP(R) - Joxan Jaffar, Peter J. Stuckey, Spiro Michaylov, Roland H. C. Yap (PLDI 1992)"
45,13,39,"A decision procedure for subset constraints over regular languages - Pieter Hooimeijer, Westley Weimer (PLDI 2009)"
45,48,6,"Constraints as control - Ali Sinan Köksal, Viktor Kuncak, Philippe Suter (POPL 2012)"
45,20,35,"Points-to analysis using BDDs - Marc Berndl, Ondrej Lhoták, Feng Qian, Laurie Hendren, Navindra Umanee (PLDI 2003)"
45,45,28,"A type system equivalent to flow analysis - Jens Palsberg, Patrick O'Keefe (POPL 1995)"
45,25,49,"Toward general diagnosis of static errors - Danfeng Zhang, Andrew C. Myers (POPL 2014)"
46,1,4,"Z-rays: divide arrays and conquer speed and flexibility - Jennifer B. Sartor, Stephen M. Blackburn, Daniel Frampton, Martin Hirzel, Kathryn S. McKinley (PLDI 2010)"
46,4,8,"Garbage collection without paging - Matthew Hertz, Yi Feng, Emery D. Berger (PLDI 2005)"
46,11,2,"Free-Me: a static analysis for automatic individual object reclamation - Samuel Z. Guyer, Kathryn S. McKinley, Daniel Frampton (PLDI 2006)"
46,2,15,"Schism: fragmentation-tolerant real-time garbage collection - Filip Pizlo, Lukasz Ziarek, Petr Maj, Antony L. Hosking, Ethan Blanton, Jan Vitek (PLDI 2010)"
46,18,7,"Cork: dynamic memory leak detection for garbage-collected languages - Maria Jump, Kathryn S. McKinley (POPL 2007)"
46,5,23,"Efficiently and precisely locating memory leaks and bloat - Gene Novark, Emery D. Berger, Benjamin G. Zorn (PLDI 2009)"
46,6,25,"Space overhead bounds for dynamic memory management with partial compaction - Anna Bendersky, Erez Petrank (POPL 2011)"
46,10,24,"Exploiting prolific types for memory management and optimizations - Yefim Shuf, Manish Gupta, Rajesh Bordawekar, Jaswinder Pal Singh (POPL 2002)"
46,33,3,"Artemis: practical runtime monitoring of applications for execution anomalies - Long Fei, Samuel P. Midkiff (PLDI 2006)"
46,37,0,"XMem: type-safe, transparent, shared memory for cross-runtime communication and coordination - Michal Wegiel, Chandra Krintz (PLDI 2008)"
46,24,14,"Accurate, efficient, and adaptive calling context profiling - Xiaotong Zhuang, Mauricio J. Serrano, Harold W. Cain, Jong-Deok Choi (PLDI 2006)"
46,27,13,"Heap profiling for space-efficient Java - Ran Shaham, Elliot K. Kolodner, Mooly Sagiv (PLDI 2001)"
46,13,28,"Chameleon: adaptive selection of collections - Ohad Shacham, Martin Vechev, Eran Yahav (PLDI 2009)"
46,21,20,"The Compressor: concurrent, incremental, and parallel compaction - Haim Kermany, Erez Petrank (PLDI 2006)"
46,25,19,"Profile-guided proactive garbage collection for locality optimization - Wen-ke Chen, Sanjay Bhansali, Trishul Chilimbi, Xiaofeng Gao, Weihaw Chuang (PLDI 2006)"
46,9,40,"Limitations of partial compaction: towards practical bounds - Nachshon Cohen, Erez Petrank (PLDI 2013)"
46,12,39,"LeakChaser: helping programmers narrow down causes of memory leaks - Guoqing Xu, Michael D. Bond, Feng Qin, Atanas Rountev (PLDI 2011)"
46,23,32,"GC assertions: using the garbage collector to check heap properties - Edward E. Aftandilian, Samuel Z. Guyer (PLDI 2009)"
46,17,49,"Finding low-utility data structures - Guoqing Xu, Nick Mitchell, Matthew Arnold, Atanas Rountev, Edith Schonberg, Gary Sevitsky (PLDI 2010)"
46,20,47,"Using lifetime predictors to improve memory allocation performance - David A. Barrett, Benjamin G. Zorn (PLDI 1993)"
46,39,37,"Detecting inefficiently-used containers to avoid bloat - Guoqing Xu, Atanas Rountev (PLDI 2010)"
47,12,9,"Vector addition system reachability problem: a short self-contained proof - Jérôme Leroux (POPL 2011)"
47,5,17,"The equivalence problem for program schemata with nonintersecting loops - Harry R. Lewis (POPL 1977)"
47,35,2,"Even simple programs are hard to analyze - Neil D. Jones, Steven S. Muchnick (POPL 1975)"
47,30,15,"The strength of non-size increasing computation - Martin Hofmann (POPL 2002)"
47,27,21,"Lower bounds on type inference with subtypes - My Hoang, John C. Mitchell (POPL 1995)"
47,1,47,"Symbolic evaluation and the global value graph - John H. Reif, Harry R. Lewis (POPL 1977)"
47,42,34,"Algorithmic aspects of type inference with subtypes - Patrick Lincoln, John C. Mitchell (POPL 1992)"
47,49,42,"Efficient temporal reasoning (extended abstract) - E. A. Emerson, T. Sadler, J. Srinivasan (POPL 1989)"
48,13,2,"Proof Spaces for Unbounded Parallelism - Azadeh Farzan, Zachary Kincaid, Andreas Podelski (POPL 2015)"
48,10,14,"Nested interpolants - Matthias Heizmann, Jochen Hoenicke, Andreas Podelski (POPL 2010)"
48,3,25,"Verifying liveness for asynchronous programs - Pierre Ganty, Rupak Majumdar, Andrey Rybalchenko (POPL 2009)"
48,5,24,"Proofs that count - Azadeh Farzan, Zachary Kincaid, Andreas Podelski (POPL 2014)"
48,8,33,"Analysis of recursively parallel programs - Ahmed Bouajjani, Michael Emmi (POPL 2012)"
48,27,40,"Towards nominal computation - Mikolaj Bojanczyk, Laurent Braud, Bartek Klin, Slawomir Lasota (POPL 2012)"
49,6,0,"Copy coalescing by graph recoloring - Sebastian Hack, Gerhard Goos (PLDI 2008)"
49,5,1,"Differential register allocation - Xiaotong Zhuang, Santosh Pande (PLDI 2005)"
49,4,12,"Profile-based global live-range splitting - Takuya Nakaike, Tatsushi Inagaki, Hideaki Komatsu, Toshio Nakatani (PLDI 2006)"
49,2,16,"A global progressive register allocator - David Ryan Koes, Seth Copen Goldstein (PLDI 2006)"
49,13,6,"Register allocation via clique separators - R. Gupta, M. L. Soffa, T. Steele (PLDI 1989)"
49,1,19,"Preference-directed graph coloring - Akira Koseki, Hideaki Komatsu, Toshio Nakatani (PLDI 2002)"
49,7,13,"Optimal spilling for CISC machines with few registers - Andrew W. Appel, Lal George (PLDI 2001)"
49,21,2,"Bitwidth aware global register allocation - Sriraman Tallam, Rajiv Gupta (POPL 2003)"
49,3,21,"A generalized algorithm for graph-coloring register allocation - Michael D. Smith, Norman Ramsey, Glenn Holloway (PLDI 2004)"
49,12,15,"Quality and speed in linear-scan register allocation - Omri Traub, Glenn Holloway, Michael D. Smith (PLDI 1998)"
49,0,29,"Call-cost directed register allocation - Guei-Yuan Lueh, Thomas Gross (PLDI 1997)"
49,19,11,"Load/store range analysis for global register allocation - Priyadarshan Kolte, Mary Jean Harrold (PLDI 1993)"
49,26,4,"Register windows vs. register allocation - D. W. Wall (PLDI 1988)"
49,23,9,"Spill code minimization via interference region spilling - Peter Bergner, Peter Dahl, David Engebretsen, Matthew O'Keefe (PLDI 1997)"
49,10,24,"Register allocation over the program dependence graph - Cindy Norris, Lori L. Pollock (PLDI 1994)"
49,8,26,"Register allocation by puzzle solving - Fernando Magno Quintão Pereira, Jens Palsberg (PLDI 2008)"
49,16,20,"Rematerialization - Preston Briggs, Keith D. Cooper, Linda Torczon (PLDI 1992)"
49,35,5,"Fast copy coalescing and live-range identification - Zoran Budimlic, Keith D. Cooper, Timothy J. Harvey, Ken Kennedy, Timothy S. Oberg, Steven W. Reeves (PLDI 2002)"
49,25,18,"Zero-cost range splitting - Steven M. Kurlander, Charles N. Fischer (PLDI 1994)"
49,15,34,"Taming the IXP network processor - Lal George, Matthias Blume (PLDI 2003)"
49,14,36,"Register allocation across procedure and module boundaries - Vatsa Santhanam, Daryl Odnert (PLDI 1990)"
49,28,23,"Minimizing register usage penalty at procedure calls - F. C. Chow (PLDI 1988)"
49,37,14,"Spill code minimization techniques for optimizing compliers - D. Bernstein, M. Golumbic, y. Mansour, R. Pinter, D. Goldin, H. Krawczyk, I. Nahshon (PLDI 1989)"
49,9,42,"Graph coloring register allocation for processors with multi-register operands - Brian R. Nickerson (PLDI 1990)"
49,20,35,"Probabilistic register allocation - Todd A. Proebsting, Charles N. Fischer (PLDI 1992)"
49,24,41,"Coloring  heuristics for register allocation - P. Briggs, K. D. Cooper, K. Kennedy, L. Torczon (PLDI 1989)"
49,40,25,"Using node merging to enhance graph coloring - Steven R. Vegdahl (PLDI 1999)"
49,42,31,"Register allocation using lazy saves, eager restores, and greedy shuffling - Robert G. Burger, Oscar Waddell, R. Kent Dybvig (PLDI 1995)"
49,49,43,"Register allocation with instruction scheduling - Shlomit S. Pinter (PLDI 1993)"
49,47,48,"Register promotion in C programs - John Lu, Keith D. Cooper (PLDI 1997)"
